"DEPARTURES_SCHEDULED","DEPARTURES_PERFORMED","PAYLOAD","SEATS","PASSENGERS","FREIGHT","MAIL","DISTANCE","RAMP_TO_RAMP","AIR_TIME","UNIQUE_CARRIER_NAME","CARRIER","ORIGIN","DEST","AIRCRAFT_GROUP","AIRCRAFT_TYPE","AIRCRAFT_CONFIG","YEAR","QUARTER","MONTH","DISTANCE_GROUP","CLASS",
0.00,1.00,25825.00,107.00,41.00,15.00,800.00,406.00,65.00,52.00,"Delta Air Lines Inc.","DL","ATL","TPA",6,"620",1,1995,3,7,1,"F",
0.00,1.00,64525.00,217.00,57.00,4203.00,1220.00,406.00,75.00,49.00,"Delta Air Lines Inc.","DL","ATL","TPA",7,"765",1,1995,3,7,1,"F",
0.00,5.00,171500.00,710.00,485.00,4843.00,9500.00,406.00,410.00,288.00,"Delta Air Lines Inc.","DL","ATL","TPA",6,"655",1,1995,3,7,1,"F",
0.00,1.00,36300.00,149.00,51.00,498.00,10.00,227.00,58.00,40.00,"Delta Air Lines Inc.","DL","ATL","TRI",7,"715",1,1995,3,7,1,"F",
0.00,1.00,36300.00,149.00,58.00,228.00,40.00,1541.00,203.00,186.00,"Delta Air Lines Inc.","DL","ATL","TUS",7,"715",1,1995,3,7,4,"F",
0.00,1.00,63040.00,204.00,66.00,0.00,500.00,152.00,52.00,26.00,"Delta Air Lines Inc.","DL","ATL","TYS",6,"625",1,1995,3,7,1,"F",
0.00,1.00,21617.00,0.00,0.00,0.00,0.00,595.00,105.00,95.00,"USA Jet Airlines Inc.","U7","ATL","YIP",6,"635",2,1995,3,7,2,"P",
0.00,1.00,23310.00,100.00,0.00,9.00,0.00,882.00,140.00,128.00,"Air Wisconsin Airlines Corp","ZW","ATW","DEN",8,"868",1,1995,3,7,2,"F",
0.00,1.00,23550.00,100.00,0.00,30.00,0.00,87.00,28.00,20.00,"Air Wisconsin Airlines Corp","ZW","ATW","MSN",8,"868",1,1995,3,7,1,"F",
0.00,1.00,26740.00,109.00,80.00,0.00,0.00,709.00,120.00,107.00,"United Air Lines Inc.","UA","AUS","COS",6,"620",1,1995,3,7,2,"F",
0.00,2.00,63600.00,252.00,152.00,1201.00,0.00,768.00,271.00,232.00,"United Air Lines Inc.","UA","AUS","DEN",6,"619",1,1995,3,7,2,"F",
0.00,1.00,22400.00,90.00,75.00,1442.00,0.00,152.00,56.00,34.00,"Trans World Airways LLC","TW","AUS","HOU",6,"640",1,1995,3,7,1,"F",
0.00,1.00,36300.00,149.00,0.00,0.00,0.00,143.00,48.00,35.00,"Delta Air Lines Inc.","DL","AUS","IAH",7,"715",1,1995,3,7,1,"F",
0.00,1.00,38110.00,148.00,69.00,593.00,85.00,868.00,132.00,114.00,"America West Airlines Inc.","HP","AUS","PHX",6,"694",1,1995,3,7,2,"F",
0.00,1.00,37638.00,146.00,56.00,43.00,300.00,70.00,36.00,21.00,"US Airways Inc.","US","AUS","SAT",6,"617",1,1995,3,7,1,"F",
0.00,1.00,27780.00,110.00,64.00,1008.00,100.00,70.00,32.00,21.00,"US Airways Inc.","US","AUS","SAT",6,"620",1,1995,3,7,1,"F",
0.00,1.00,34300.00,142.00,115.00,414.00,458.00,92.00,41.00,25.00,"Delta Air Lines Inc.","DL","AVL","CLT",6,"655",1,1995,3,7,1,"F",
0.00,1.00,23850.00,98.00,84.00,0.00,250.00,92.00,40.00,27.00,"US Airways Inc.","US","AVL","CLT",6,"603",1,1995,3,7,1,"F",
0.00,1.00,27780.00,110.00,46.00,568.00,0.00,92.00,32.00,21.00,"US Airways Inc.","US","AVL","CLT",6,"620",1,1995,3,7,1,"F",
0.00,1.00,38440.00,150.00,129.00,30.00,276.00,113.00,41.00,27.00,"Northwest Airlines Inc.","NW","AZO","DTW",6,"694",1,1995,3,7,1,"F",
0.00,1.00,25450.00,100.00,45.00,68.00,0.00,89.00,31.00,20.00,"Northwest Airlines Inc.","NW","AZO","FWA",6,"640",1,1995,3,7,1,"F",
0.00,2.00,72600.00,298.00,251.00,1.00,1515.00,859.00,290.00,246.00,"Delta Air Lines Inc.","DL","BDL","ATL",7,"715",1,1995,3,7,2,"F",
0.00,1.00,37610.00,149.00,143.00,20.00,2198.00,91.00,53.00,34.00,"Delta Air Lines Inc.","DL","BDL","BOS",7,"715",1,1995,3,7,1,"F",
0.00,1.00,49000.00,188.00,177.00,0.00,3000.00,91.00,45.00,28.00,"United Air Lines Inc.","UA","BDL","BOS",6,"622",1,1995,3,7,1,"F",
0.00,1.00,54500.00,148.00,64.00,0.00,0.00,91.00,40.00,25.00,"Midway Airlines Inc.","JI","BDL","BOS",6,"694",1,1995,3,7,1,"F",
0.00,3.00,243987.00,0.00,0.00,181096.00,0.00,1648.00,647.00,596.00,"Kitty Hawk International","CDQ","BDL","BQN",8,"851",2,1995,3,7,4,"P",
0.00,2.00,65648.00,256.00,143.00,320.00,5.00,283.00,149.00,114.00,"US Airways Inc.","US","BDL","BWI",6,"619",1,1995,3,7,1,"F",
0.00,1.00,16820.00,103.00,28.00,0.00,0.00,619.00,112.00,95.00,"Continental Air Lines Inc.","CO","BDL","DAY",6,"640",1,1995,3,7,2,"F",
0.00,1.00,31800.00,126.00,49.00,0.00,5.00,1671.00,236.00,221.00,"United Air Lines Inc.","UA","BDL","DEN",6,"619",1,1995,3,7,4,"F",
0.00,1.00,36300.00,149.00,137.00,0.00,150.00,652.00,148.00,131.00,"Delta Air Lines Inc.","DL","BDL","FWA",7,"715",1,1995,3,7,2,"F",
0.00,1.00,73390.00,254.00,201.00,571.00,862.00,106.00,54.00,29.00,"Trans World Airways LLC","TW","BDL","JFK",7,"760",1,1995,3,7,1,"F",
0.00,1.00,26500.00,101.00,101.00,194.00,2282.00,101.00,59.00,44.00,"US Airways Inc.","US","BDL","LGA",6,"640",1,1995,3,7,1,"F",
0.00,1.00,37638.00,146.00,74.00,0.00,14.00,1050.00,155.00,143.00,"US Airways Inc.","US","BDL","MCO",6,"617",1,1995,3,7,3,"F",
0.00,1.00,26500.00,101.00,101.00,0.00,270.00,1050.00,163.00,144.00,"US Airways Inc.","US","BDL","MCO",6,"640",1,1995,3,7,3,"F",
0.00,1.00,47000.00,180.00,180.00,857.00,1676.00,1050.00,146.00,132.00,"Delta Air Lines Inc.","DL","BDL","MCO",6,"622",1,1995,3,7,3,"F",
0.00,1.00,63040.00,204.00,158.00,201.00,2143.00,1050.00,149.00,130.00,"Delta Air Lines Inc.","DL","BDL","MCO",6,"625",1,1995,3,7,3,"F",
0.00,1.00,9600.00,46.00,8.00,0.00,0.00,94.00,36.00,22.00,"ExpressJet Airlines Inc.","RU","BDL","MHT",4,"441",1,1995,3,7,1,"F",
0.00,1.00,38440.00,150.00,0.00,0.00,0.00,1050.00,160.00,149.00,"Northwest Airlines Inc.","NW","BDL","MSP",6,"694",1,1995,3,7,3,"F",
0.00,1.00,14500.00,64.00,47.00,0.00,0.00,47.00,30.00,16.00,"ExpressJet Airlines Inc.","RU","BDL","ORH",4,"442",1,1995,3,7,1,"F",
0.00,94.00,2732200.00,4366.00,2414.00,141655.00,44521.00,399.00,6447.00,5499.00,"Alaska Airlines Inc.","AS","BET","ANC",6,"621",3,1995,3,7,1,"F",
